,name,author,num_page,language,user_rating,rating_num,reviews,genre_1,genre_2,genre_3,year,publisher
2833,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,1076,English,3.88,32129,1241,Economics,Nonfiction,Philosophy,1776,University Of Chicago Press
2834,Narcissus in Chains,Laurell K. Hamilton,644,English,3.91,58411,1305,Urban Fantasy,Vampires,Paranormal,2001,Berkley
2835,The Lord God Made Them All,James Herriot,373,English,4.43,26542,805,Nonfiction,Animals,Biography,1981,Griffin
2836,Hannibal Rising,Thomas  Harris,336,English,3.55,45790,2244,Horror,Fiction,Thriller,2006,Delacorte Press
2837,Use of Weapons,Iain M. Banks,411,English,4.17,45485,2125,Science Fiction,Fiction,Space Opera,1990,Orbit
2838,Dark Rooms,Lili Anolik,336,English,3.1,3208,372,Mystery,Fiction,Thriller,2015,William Morrow
2839,The Sorceress,Michael Scott,502,English,4.12,81436,2387,Fantasy,Young Adult,Fiction,2009,Delacorte Press
2840,Slouching Towards Bethlehem,Joan Didion,238,English,4.19,59308,5395,Nonfiction,Essays,Memoir,1968,Farrar Straus Giroux
2841,Austenland,Shannon Hale,197,English,3.55,87045,11716,Romance,Fiction,Chick Lit,2007,Bloomsbury USA
2842,Stray,Rachel Vincent,618,English,3.78,36418,2156,Urban Fantasy,Paranormal,Fantasy,2007,MIRA
2843,"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC",Zack Love,376,English,3.48,830,255,Romance,Humor,Fiction,2013,Vintage
2844,The Signature of All Things,Elizabeth Gilbert,501,English,3.86,111485,12905,Fiction,Historical Fiction,Historical,2013,Riverhead Books
2846,The Monarch's Ring,Johnathon Nicolaou,470,English,4.48,164,9,Fantasy,Young Adult,Urban Fantasy,2006,Vintage
2847,The Hostile Hospital,Lemony Snicket,272,English,3.99,113286,3232,Fiction,Young Adult,Childrens,2001,Egmont
2848,Of Love and Other Demons,Gabriel García Márquez,160,English,3.97,70873,3683,Fiction,Classics,Magical Realism,1994,Penguin Group (USA)
2849,Conversations with Friends,Sally Rooney,304,English,3.78,402092,38946,Fiction,Contemporary,Romance,2017,Hogarth
2850,Dreamless,Josephine Angelini,487,English,4.18,43104,2491,Fantasy,Young Adult,Mythology,2012,HarperTeen
2851,Invitation to a Beheading,Vladimir Nabokov,223,English,3.92,16309,1132,Fiction,Classics,Russia,1935,Vintage
2852,Thinner,Richard Bachman,320,English,3.76,200985,3586,Horror,Fiction,Thriller,1984,Signet
2853,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",Brian L. Weiss,224,English,4.17,58027,4669,Nonfiction,Spirituality,Psychology,1988,Grand Central Publishing
2854,Bloody Bones,Laurell K. Hamilton,336,English,4.11,73209,1407,Urban Fantasy,Vampires,Fantasy,1996,Berkley Hardcover
2855,Still Life,Louise Penny,293,English,3.9,226992,18478,Mystery,Fiction,Mystery Thriller,2005,St. Martin's Paperbacks
2856,"Little, Big",John Crowley,538,English,3.81,11027,1581,Fantasy,Fiction,Magical Realism,1981,Harper Collins Publishers
2857,The Silkworm,Robert Galbraith,464,English,4.05,254365,18621,Mystery,Fiction,Crime,2014,Mulholland Books
2858,The Carnivorous Carnival,Lemony Snicket,286,English,4.0,124597,3118,Fiction,Young Adult,Childrens,2002,HarperCollins Publishers
2860,Frisk,Dennis Cooper,144,English,3.67,2866,249,Fiction,Horror,Queer,1991,Grove Weidenfeld
2861,The Fairy-Tale Detectives,Michael Buckley,284,English,4.04,53661,3684,Fantasy,Mystery,Middle Grade,2005,Amulet Books
2862,Lord of Light,Roger Zelazny,296,English,4.06,31762,1857,Science Fiction,Fantasy,Fiction,1967,Harper Voyager
2863,Carpe Jugulum,Terry Pratchett,296,English,4.16,60401,1697,Fantasy,Fiction,Humor,1998,Harper Voyager
2864,Remember Me?,Sophie Kinsella,352,English,3.8,245236,8598,Chick Lit,Romance,Fiction,2008,Bantam
2865,The Dragonet Prophecy,Tui T. Sutherland,336,English,4.25,59041,4139,Fantasy,Middle Grade,Dragons,2012,Scholastic Press
2866,Tail of the Devil,Danielle DeVor,230,English,4.07,211,27,Vampires,Fantasy,Young Adult,2013,Eirelander Publishing
2867,Purple Hibiscus,Chimamanda Ngozi Adichie,336,English,4.18,108702,9169,Fiction,Africa,Historical Fiction,2003,Algonquin Books
2868,The White Dragon,Anne McCaffrey,468,English,4.19,46046,983,Fantasy,Science Fiction,Dragons,1978,Del Rey/Ballantine Books
2869,My Name Is Memory,Ann Brashares,324,English,3.71,32514,5345,Romance,Fiction,Fantasy,2010,Riverhead Hardcover
2870,The Adventures of Captain Underpants,Dav Pilkey,125,English,4.0,50347,2839,Childrens,Humor,Fiction,1997,Scholastic Children's Books
2871,Triptych,Karin Slaughter,393,English,4.12,84341,4821,Mystery,Thriller,Crime,2006,Delacorte Press
2872,Burnt Offerings,Laurell K. Hamilton,392,English,4.08,68493,1150,Urban Fantasy,Vampires,Paranormal,1998,Berkley
2873,An Elephant Is On My House: And Other Poems,Othen Donald Dale Cummings,41,English,4.45,174,32,Fiction,Poetry,Childrens,2014,A Pet Banana Production
2874,The Distance Between Us,Kasie West,320,English,3.91,76049,7805,Young Adult,Romance,Contemporary,2013,HarperTeen
2875,Evil Among Us,J.K. Accinni,190,English,4.45,276,70,Science Fiction,Fantasy,Aliens,2013,Skinny Leopard Media
2876,The Essential Rumi,Rumi,416,English,4.39,45627,1309,Poetry,Classics,Spirituality,1273,HarperOne
2877,Changes,Jim Butcher,438,English,4.5,111568,4765,Fantasy,Urban Fantasy,Fiction,2010,Roc
2878,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,528,English,4.02,127052,8486,Nonfiction,Biography,Military Fiction,2012,HarperCollins
2879,The Club Dumas,Arturo Pérez-Reverte,362,English,3.81,39525,2345,Fiction,Mystery,Thriller,1993,HarperVia
2880,The Demigod Diaries,Rick Riordan,244,English,4.15,56088,2316,Fantasy,Mythology,Young Adult,2012,Disney-Hyperion Books
2881,Emperor Mage,Tamora Pierce,358,English,4.28,62389,1082,Fantasy,Young Adult,Fiction,1995,Simon Pulse
2882,Eye for Eye,J.K. Franko,432,English,4.28,4051,193,Thriller,Fiction,Mystery,2019,Talion Publishing
2883,Forever Amber,Kathleen Winsor,972,English,3.99,18006,1242,Historical Fiction,Fiction,Romance,1944,Penguin
2884,Paradise,Judith McNaught,709,English,4.3,33930,1692,Romance,Contemporary Romance,Contemporary,1991,Pocket Books
2885,Kiss of Death,Rachel Caine,246,English,4.21,38699,1097,Vampires,Young Adult,Paranormal,2010,Penguin Group USA Inc.
2886,Gabriel's Redemption,Sylvain Reynard,477,English,4.2,40379,3032,Romance,Contemporary Romance,Erotica,2013,Berkley Trade
2887,Styxx,Sherrilyn Kenyon,836,English,4.58,21832,2584,Paranormal Romance,Paranormal,Romance,2013,St. Martin's Press
2888,All the Young Dudes,MsKingBean89,1799,English,4.79,23585,4099,Fantasy,Fan Fiction,LGBT,2018,Archive of Our Own
2889,Bel-Ami,Guy de Maupassant,416,English,3.85,38865,1864,Classics,Fiction,France,1885,Penguin Classics
2890,Jessica's Guide to Dating on the Dark Side,Beth Fantaskey,351,English,3.83,41451,2992,Young Adult,Vampires,Romance,2000,Harcourt
2891,Red Seas Under Red Skies,Scott Lynch,578,English,4.24,135301,7357,Fantasy,Fiction,Adventure,2007,Del Rey
2892,No Rest for the Wicked,Kresley Cole,356,English,4.27,57026,2058,Paranormal Romance,Paranormal,Romance,2006,Pocket Star
2893,The Circle,Dave Eggers,493,English,3.43,209403,25207,Fiction,Science Fiction,Dystopia,2013,Knopf
2894,Mercy,Lucian Bane,233,English,3.89,2115,365,Dark,Erotica,BDSM,2006,Vintage
2895,Flat-Out Love,Jessica Park,355,English,3.99,58924,5481,Romance,Young Adult,New Adult,2011,Skyscape
2896,Wolf Brother,Michelle Paver,295,English,4.19,25956,1819,Fantasy,Young Adult,Fiction,2004,HarperTrophy
2897,On the Banks of Plum Creek,Laura Ingalls Wilder,384,English,4.22,98795,2210,Classics,Historical Fiction,Childrens,1937,HarperChildrens
2898,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,267,English,4.0,152184,6142,Nonfiction,Business,Productivity,2001,Penguin Books
2899,Arrows of the Queen,Mercedes Lackey,320,English,4.13,37061,1292,Fantasy,Fiction,Young Adult,1987,DAW Books
2900,The Friendly Mouse,Sophia R. Tyler,38,English,4.43,776,26,Fantasy,Fiction,Fiction,2022,Tiger Lily Publishing
2901,Anxious People,Fredrik Backman,336,English,4.19,547458,67969,Fiction,Contemporary,Audiobook,2019,Atria Books
2902,Here Be Dragons,Sharon Kay Penman,704,English,4.29,23414,1536,Historical Fiction,Fiction,Historical,1985,Ballantine Books
2903,Krabat,Otfried Preußler,296,German,3.93,18888,817,Fantasy,Classics,German Literature,1958,Thienemanns
2904,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,375,English,4.13,473675,21577,Nonfiction,Self Help,Psychology,2012,Random House
2905,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,404,English,4.37,276369,24824,Nonfiction,History,Sports,2013,Viking
2906,The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward,467,English,4.32,30337,1098,Vampires,Paranormal Romance,Paranormal,2008,NAL
2907,Magic Slays,Ilona Andrews,308,English,4.4,72509,3282,Urban Fantasy,Fantasy,Paranormal,2011,Ace
2908,Alcoholics Anonymous,Alcoholics Anonymous,576,English,4.48,10277,572,Self Help,Nonfiction,Psychology,1939,"Alcoholics Anonymous World Services, Inc."
2910,The Bedroom Secrets of the Master Chefs,Irvine Welsh,400,English,3.53,6619,280,Fiction,Scotland,Contemporary,2006,W. W. Norton  Company
2911,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,688,English,4.14,26905,868,Science,Nonfiction,Biology,2004,Mariner Books
2912,Phantoms,Dean Koontz,448,English,3.96,71634,1788,Horror,Fiction,Thriller,1983,Berkley
2913,Calvin and Hobbes,Bill Watterson,128,English,4.6,145971,1038,Comics,Humor,Graphic Novels,1987,Andrews McMeel Publishing
2914,The Caine Mutiny,Herman Wouk,537,English,4.27,24127,1229,Fiction,Historical Fiction,Classics,1951,Back Bay Books
2915,Through the Looking-Glass and What Alice Found There,Lewis Carroll,228,English,4.03,131409,4261,Classics,Fantasy,Fiction,1871,Books of Wonder
2916,A Grimm Warning,Chris Colfer,480,English,4.47,50323,2838,Fantasy,Middle Grade,Fiction,2014,"Little, Brown Books for Young Readers"
2917,Hairspray and Lighter,J. Jupes,225,English,4.49,247,9,Novels,Contemporary,Book Club,2018,Hekate Publishing
2918,Case Histories,Kate Atkinson,389,English,3.81,103707,7704,Mystery,Fiction,Crime,2004,Back Bay Books
2919,Days Gone Bye,Robert Kirkman,144,English,4.27,223607,4757,Graphic Novels,Comics,Horror,2004,Image Comics
2920,The Girl Who Drank the Moon,Kelly Barnhill,388,English,4.12,88357,14347,Fantasy,Middle Grade,Fiction,2016,Algonquin Young Readers
2921,A Hat Full of Sky,Terry Pratchett,352,English,4.31,71449,2426,Fantasy,Fiction,Young Adult,2004,Corgi
2922,Her Fearful Symmetry,Audrey Niffenegger,406,English,3.26,93020,12712,Fiction,Fantasy,Paranormal,2009,Jonathan Cape Ltd
2923,Kitchen,Banana Yoshimoto,160,English,3.89,82161,8446,Fiction,Japan,Japanese Literature,1988,Grove Press
2924,Convenience Store Woman,Sayaka Murata,163,English,3.7,219165,29902,Fiction,Contemporary,Japan,2016,Portobello Books
2925,The Distant Hours,Kate Morton,562,English,3.88,76358,8030,Historical Fiction,Fiction,Mystery,2010,Atria
2926,A House Without Windows,Stevie Turner,155,English,3.61,616,112,Mystery,Thriller,Mystery Thriller,2014,KDP
2927,Lord Foul's Bane,Stephen R. Donaldson,480,English,3.72,46910,1967,Fantasy,Fiction,Science Fiction Fantasy,1977,Del Rey / Ballantine
2928,Love & Gelato,Jenna Evans Welch,386,English,4.08,120348,16658,Romance,Young Adult,Contemporary,2016,Simon Pulse
2929,Concrete Island,J.G. Ballard,176,English,3.67,8760,614,Fiction,Science Fiction,Novels,1974,Picador
2930,The Magic Faraway Tree,Enid Blyton,177,English,4.29,36089,886,Fantasy,Childrens,Fiction,1943,Egmont
2931,Life and Fate,Vasily Grossman,864,English,4.44,11802,1361,Fiction,Russia,Classics,1960,Vintage Classics
2932,The Orange Girl,Jostein Gaarder,151,English,3.92,30770,2792,Fiction,Philosophy,Young Adult,2003,Phoenix
2933,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,1059,English,4.47,26253,715,Classics,Mystery,Fiction,1927,Bantam Classics
2934,The Dark Is Rising,Susan Cooper,272,English,4.06,54524,2815,Fantasy,Young Adult,Fiction,1973,Margaret K. McElderry 
2935,'Tis,Frank McCourt,495,English,3.71,61578,2479,Nonfiction,Memoir,Biography,1999,Flamingo
2936,Without Remorse,Tom Clancy,750,English,4.2,68928,1712,Fiction,Thriller,Action,1993,Berkley Books
2937,City of Golden Shadow,Tad Williams,780,English,3.92,26952,1033,Fantasy,Science Fiction,Fiction,1996,DAW Books
2938,In the Time of the Butterflies,Julia Alvarez,324,English,4.15,67571,5213,Historical Fiction,Fiction,Historical,1994,Plume
2939,Losing It,Cora Carmack,189,English,3.73,105636,7471,Romance,New Adult,Contemporary,2012,HarperCollins Publishers
2940,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,229,English,4.23,85884,6414,Nonfiction,Finance,Self Help,1994,Nelson Books
2941,Ghost Town,Rachel Caine,335,English,4.25,36819,1227,Vampires,Young Adult,Paranormal,2010,New American Library
2942,The Secret Hour,Scott Westerfeld,297,English,3.81,29379,2066,Young Adult,Fantasy,Paranormal,2004,HarperTeen
2943,The Complete Fairy Tales,Oscar Wilde,144,English,4.32,11525,388,Classics,Short Stories,Fantasy,1891,Norilana Books
2944,Syrian Brides,Anna Halabi,134,English,4.18,227,151,Short Stories,Fiction,Contemporary,2018,Vintage
2945,The Case of the Careless Kitten,Erle Stanley Gardner,211,English,3.83,1117,123,Mystery,Fiction,Crime,1942,Fawcett
2946,The Day Jesus Rode Into Croydon,Kirk St Moritz,440,English,3.45,251,52,Fiction,Humor,Mystery,2013,Lulu.com
2947,The Lying Game,Sara Shepard,307,English,3.91,41525,3088,Young Adult,Mystery,Contemporary,2010,HarperTeen
2948,The Devotion of Suspect X,Keigo Higashino,298,English,4.16,52840,7352,Mystery,Fiction,Japan,2005,Minotaur Books
2949,All Over But the Shoutin',Rick Bragg,329,English,4.12,27650,1947,Memoir,Nonfiction,Biography,1997,Vintage
2950,Not Okay,Brett Axel,312,English,4.43,109,28,Fiction,Dark,Contemporary,2006,Vinal
2951,The Other Side of Midnight,Sidney Sheldon,462,English,3.95,46872,1284,Fiction,Thriller,Mystery,1973,"Dell Publishing Co., Inc."
2952,Dare Me,Megan Abbott,290,English,3.23,27816,3847,Fiction,Young Adult,Mystery,2012,Reagan Arthur Books
2953,The Strain,Guillermo del Toro,403,English,3.79,84711,6878,Horror,Fiction,Vampires,2009,William Morrow
2955,The First Fifteen Lives of Harry August,Claire North,417,English,4.03,82885,10127,Science Fiction,Fiction,Fantasy,2014,Redhook
2956,Inherit the Wind: The Powerful Courtroom Drama in which Two Men Wage the Legal War of the Century,Jerome Lawrence,129,English,3.93,23034,936,Plays,Classics,Fiction,1955,Ballantine Books
2957,No Exit,Jean-Paul Sarte,60,English,4.12,36389,1996,Plays,Philosophy,Classics,1944,"Samuel French, Inc."
2958,Blood in the Skies,G.D. Falksen,266,English,3.64,237,37,Steampunk,Fantasy,Science Fiction,2011,Wildside Press
2959,The Art of Fielding,Chad Harbach,512,English,3.98,111435,10621,Fiction,Sports,Baseball,2011,"Little, Brown and Company"
2960,North of Beautiful,Justina Chen,373,English,3.92,35395,2213,Young Adult,Romance,Contemporary,2009,"Little, Brown Books for Young Readers"
2961,Tropic of Capricorn,Henry Miller,348,English,3.81,19721,820,Fiction,Classics,Literature,1939,Grove Press
2962,In the Afterlight,Alexandra Bracken,535,English,4.26,60161,5827,Dystopia,Young Adult,Fantasy,2014,Disney-Hyperion
2963,Winter's Tale,Mark Helprin,769,English,3.5,27942,4354,Fiction,Fantasy,Historical Fiction,1983,Mariner Books
2964,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,341,English,4.19,79620,5393,Nonfiction,Medicine,Anthropology,1997,"Farrar, Straus and Giroux "
2965,Fallen Crest High,Tijan,375,English,4.08,56230,3701,Romance,New Adult,Young Adult,2012,Vintage
2966,Batman: Year One,Frank Miller,144,English,4.23,239632,3915,Comics,Graphic Novels,Batman,1987,DC Comics
2967,The Rise of Mallory,Roy Huff,242,English,4.32,126,33,Fantasy,Young Adult,Science Fiction,2014,Roy Huff
2968,Don't Look Back,Jennifer L. Armentrout,369,English,4.1,31989,4360,Young Adult,Mystery,Contemporary,2014,"Little, Brown Books for Young Readers"
2969,Squire,Tamora Pierce,400,English,4.29,51780,985,Fantasy,Young Adult,Fiction,2001,Vintage
2971,Jesus’ Son,Denis Johnson,160,English,4.13,34824,2826,Short Stories,Fiction,Contemporary,1992,Harper Perennial
2972,Endless Night,Richard Laymon,471,English,3.93,5382,319,Horror,Fiction,Splatterpunk,1993,Dorchester Pub Co Inc
2973,Counting by 7s,Holly Goldberg Sloan,380,English,4.15,76446,9317,Young Adult,Middle Grade,Fiction,2013,Rocky Pond Books
2974,The Twilight Saga,Stephenie Meyer,65,English,3.92,117076,4073,Fantasy,Young Adult,Romance,2005,Listening Library
2975,The Tombs of Atuan,Ursula K. Le Guin,180,English,4.11,109323,4744,Fantasy,Fiction,Young Adult,1970,Aladdin Paperbacks
2976,The Last Ever After,Soman Chainani,655,English,4.27,36425,2936,Fantasy,Middle Grade,Young Adult,2015,HarperCollins
2977,Reunion,Jenny Carroll,289,English,4.08,38705,883,Young Adult,Fantasy,Paranormal,2001,HarperTeen
2978,Queen of the Darkness,Anne Bishop,430,English,4.37,27605,765,Fantasy,Romance,Magic,2000,Roc Fantasy
2979,History of the Peloponnesian War,Thucydides,648,English,3.92,36618,1089,History,Classics,Nonfiction,412,Penguin Books
2980,Go Set a Watchman,Harper Lee,278,English,3.31,263478,31926,Fiction,Historical Fiction,Classics,2015,HarperCollins
2981,The First Man in Rome,Colleen McCullough,1076,English,4.12,22191,1110,Historical Fiction,Fiction,Historical,1990,Avon
2982,A Court of Wings and Ruin,Sarah J. Maas,699,English,4.45,900068,65832,Fantasy,Romance,Young Adult,2017,Bloomsbury Publishing
2983,الأسود يليق بك,Ahlam Mosteghanemi,331,Arabic,3.64,63175,6045,Novels,Romance,Fiction,2012,Nawfal
2984,Raw,Belle Aurora,359,English,4.15,40270,5917,Dark,Romance,BDSM,2014,Vintage
2985,Ordinary People,Judith Guest,263,English,3.92,20878,1263,Fiction,Classics,Contemporary,1976,Penguin Books
2986,The Holy Bible: English Standard Version,Anonymous,1243,English,4.53,52075,2570,Religion,Christian,Nonfiction,2001,Good News Publishers/Crossway Books
2987,The Song of Achilles,Madeline Miller,352,English,4.36,1194022,131337,Fantasy,Historical Fiction,Fiction,2011,Bloomsbury
2988,Notice Me,Emem Uko,266,English,4.28,520,5,Fiction,Contemporary,Young Adult,2006,CreateSpace Independent Publishing Platform
2989,Phantom,Susan  Kay,468,English,4.33,12198,963,Fiction,Historical Fiction,Romance,1990,Llumina Stars
2990,A Constellation of Vital Phenomena,Anthony Marra,416,English,4.11,52760,7226,Fiction,Historical Fiction,War,2013,Random House Publishing Group
2991,The Fever,Megan Abbott,307,English,3.1,24321,3150,Fiction,Young Adult,Mystery,2014,"Little, Brown and Company"
2992,Devil in Winter,Lisa Kleypas,368,English,4.23,81841,5865,Historical Romance,Romance,Historical,2006,Avon
2993,The Hangman's Daughter,Oliver Pötzsch,448,English,3.75,76796,6550,Historical Fiction,Mystery,Fiction,2008,AmazonCrossing
